EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
10129976,WILLIAMSON CO., ,2/10/1981,106,Hail,2, ,0,0,10000,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.63,-97.67, , ,1
10129977,WILLIAMSON CO., ,2/10/1981,110,Thunderstorm Wind,60, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.63,-97.67, , ,2
10129978,WILLIAMSON CO., ,2/10/1981,113,Tornado,0,F2,0,0,250000,0,TX,CST, , ,C,491, ,0,0, ,0.8,100,0, ,0, , ,30.67,-97.67, , ,3
10129996,WILLIAMSON CO., ,2/10/1981,315,Hail,2, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.75,-95.57, , ,4
10129997,WILLIAMSON CO., ,2/10/1981,315,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.75,-95.57, , ,5
10131075,KENDALL CO., ,3/3/1981,2000,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,259,T,0,0, ,0,0,0, ,0, , ,29.97,-98.4, , ,6
10131098,VAL VERDE CO., ,3/28/1981,2015,Hail,0.75, ,0,0,1000,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.37,-100.78, , ,7
10131099,KINNEY CO., ,3/28/1981,2030,Hail,0.75, ,0,0,500,0,TX,CST, , ,C,271,NG,0,0, ,0,0,0, ,0, , ,29.37,-100.7, , ,8
10131100,EDWARDS CO., ,3/28/1981,2040,Hail,0.75, ,0,0,500,0,TX,CST, , ,C,137,ATA,0,0, ,0,0,0, ,0, , ,29.93,-100.23, , ,9
10131101,BANDERA CO., ,3/28/1981,2115,Hail,0.75, ,0,0,50000,0,TX,CST, , ,C,19,ATA,0,0, ,0,0,0, ,0, , ,29.75,-99.38, , ,10
10131102,REAL CO., ,3/28/1981,2115,Hail,0.75, ,0,0,1000,0,TX,CST, , ,C,385,ATA,0,0, ,0,0,0, ,0, , ,29.73,-99.75, , ,11
10131103,KERR CO., ,3/28/1981,2140,Hail,2.75, ,0,0,100000,0,TX,CST, , ,C,265,NG,0,0, ,0,0,0, ,0, , ,30.05,-99.13, , ,12
10131104,UVALDE CO., ,3/28/1981,2200,Hail,0.75, ,0,0,1000,0,TX,CST, , ,C,463,ATA,0,0, ,0,0,0, ,0, , ,29.5,-99.75, , ,13
10131105,KENDALL CO., ,3/28/1981,2215,Hail,0.75, ,0,0,50000,0,TX,CST, , ,C,259,ATA,0,0, ,0,0,0, ,0, , ,29.97,-98.92, , ,14
10131106,MEDINA CO., ,3/28/1981,2245,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,325,ATA,0,0, ,0,0,0, ,0, , ,29.5,-99.17, , ,15
10131119,BURNET CO., ,4/3/1981,2210,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,53,ATA,0,0, ,0,0,0, ,0, , ,30.78,-98.17, , ,16
10131120,GILLESPIE CO., ,4/3/1981,2220,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,171,ATA,0,0, ,0,0,0, ,0, , ,30.32,-98.93, , ,17
10131121,BLANCO CO., ,4/3/1981,2230,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,31,ATA,0,0, ,0,0,0, ,0, , ,30.27,-98.38, , ,18
10128052,MAVERICK CO., ,4/22/1981,2045,Hail,1, ,0,0,100000,100000,TX,CST, , ,C,323,ATA,0,0, ,0,0,0, ,0, , ,28.7,-100.38, , ,19
10128053,MAVERICK CO., ,4/22/1981,2045,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,323,ATA,0,0, ,0,0,0, ,0, , ,28.7,-100.38, , ,20
10128054,UVALDE CO., ,4/22/1981,2150,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,463,ATA,0,0, ,0,0,0, ,0, , ,29.22,-99.8, , ,21
10128055,UVALDE CO., ,4/22/1981,2210,Hail,1.5, ,0,0,3000000,2000000,TX,CST, , ,C,463,ATA,0,0, ,0,0,0, ,0, , ,29.22,-99.8, , ,22
10128056,BANDERA CO., ,4/22/1981,2345,Hail,1.75, ,0,0,10000,0,TX,CST, , ,C,19,NG,0,0, ,0,0,0, ,0, , ,29.72,-99.07, , ,23
10128057,VAL VERDE CO., ,4/23/1981,115,Hail,1, ,0,0,0,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.78,-101.2, , ,24
10128060,VAL VERDE CO., ,4/23/1981,115,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.78,-101.2, , ,25
10128059,KINNEY CO., ,4/23/1981,115,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,271,ATA,0,0, ,0,0,0, ,0, , ,29.38,-100.42, , ,26
10128058,KINNEY CO., ,4/23/1981,115,Hail,1, ,0,0,0,0,TX,CST, , ,C,271,ATA,0,0, ,0,0,0, ,0, , ,29.38,-100.42, , ,27
10128061,VAL VERDE CO., ,4/23/1981,215,Hail,1, ,0,0,0,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.78,-101.25, , ,28
10128062,VAL VERDE CO., ,4/23/1981,215,Thunderstorm Wind,0, ,0,0,100000,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.78,-101.25, , ,29
10128064,VAL VERDE CO., ,4/23/1981,415,Hail,2.75, ,0,0,0,0,TX,CST, , ,C,465,S,0,0, ,0,0,0, ,0, , ,29.53,-101.02, , ,30
10128063,VAL VERDE CO., ,4/23/1981,415,Hail,3, ,0,0,0,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.37,-100.92, , ,31
10128065,VAL VERDE CO., ,4/23/1981,415,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.37,-100.92, , ,32
10128066,BANDERA CO., ,4/23/1981,500,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,19,NG,0,0, ,0,0,0, ,0, , ,29.72,-98.93, , ,33
10128067,KENDALL CO., ,4/23/1981,515,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,259,ATA,0,0, ,0,0,0, ,0, , ,29.83,-98.68, , ,34
10128068,BEXAR CO., ,4/23/1981,525,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,29,ATA,0,0, ,0,0,0, ,0, , ,29.5,-98.5, , ,35
10128069,FAYETTE CO., ,4/23/1981,715,Hail,1, ,0,0,0,0,TX,CST, , ,C,149,ATA,0,0, ,0,0,0, ,0, , ,29.6,-96.92, , ,36
10128070,FAYETTE CO., ,4/23/1981,715,Thunderstorm Wind,70, ,0,0,1000000,0,TX,CST, , ,C,149,ATA,0,0, ,0,0,0, ,0, , ,29.6,-96.92, , ,37
10128071,LAVACA CO., ,4/23/1981,730,Hail,1, ,0,0,100000,0,TX,CST, , ,C,285,ATA,0,0, ,0,0,0, ,0, , ,29.9,-96.87, , ,38
10128072,LAVACA CO., ,4/23/1981,730,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,285,ATA,0,0, ,0,0,0, ,0, , ,29.9,-96.87, , ,39
10128938,ZAVALA CO., ,4/25/1981,15,Hail,1, ,0,0,10000,0,TX,CST, , ,C,507,ATA,0,0, ,0,0,0, ,0, , ,28.87,-99.75, , ,40
10128939,BEXAR CO., ,4/25/1981,750,Hail,1.5, ,0,0,100000,0,TX,CST, , ,C,29,NG,0,0, ,0,0,0, ,0, , ,29.3,-98.47, , ,41
10128940,GUADALUPE CO., ,4/25/1981,825,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,187,ATA,0,0, ,0,0,0, ,0, , ,29.57,-97.95, , ,42
10128941,WILSON CO., ,4/25/1981,825,Hail,1, ,0,0,0,0,TX,CST, , ,C,493,ATA,0,0, ,0,0,0, ,0, , ,29.18,-98.07, , ,43
10128942,GONZALES CO., ,4/25/1981,900,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,177,ATA,0,0, ,0,0,0, ,0, , ,29.38,-97.47, , ,44
10129168,UVALDE CO., ,5/1/1981,1845,Hail,1, ,0,0,0,0,TX,CST, , ,C,463,ATA,0,0, ,0,0,0, ,0, , ,29.32,-99.47, , ,45
10129169,FRIO CO., ,5/1/1981,1930,Hail,1, ,0,0,0,0,TX,CST, , ,C,163,ATA,0,0, ,0,0,0, ,0, , ,28.88,-99.08, , ,46
10129170,ZAVALA CO., ,5/1/1981,1945,Hail,1, ,0,0,0,0,TX,CST, , ,C,507,ATA,0,0, ,0,0,0, ,0, , ,28.95,-99.62, , ,47
10130315,WILLIAMSON CO., ,5/9/1981,1300,Hail,1, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.65,-97.58, , ,48
10130320,TRAVIS CO., ,5/9/1981,1330,Hail,1, ,0,0,0,0,TX,CST, , ,C,453,ATA,0,0, ,0,0,0, ,0, , ,30.32,-97.77, , ,49
10130323,HAYS CO., ,5/9/1981,1340,Hail,1, ,0,0,0,0,TX,CST, , ,C,209,RY,0,0, ,0,0,0, ,0, , ,30.2,-98.08, , ,50
10130332,BASTROP CO., ,5/9/1981,1425,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,21,ATA,0,0, ,0,0,0, ,0, , ,30.08,-97.32, , ,51
10130334,CALDWELL CO., ,5/9/1981,1425,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,55,ATA,0,0, ,0,0,0, ,0, , ,29.83,-97.6, , ,52
10130333,BEXAR CO., ,5/9/1981,1425,Hail,1, ,0,0,0,0,TX,CST, , ,C,29,ATA,0,0, ,0,0,0, ,0, , ,29.53,-98.47, , ,53
10130337,LEE CO., ,5/9/1981,1430,Hail,1, ,0,0,0,0,TX,CST, , ,C,287,ATA,0,0, ,0,0,0, ,0, , ,30.32,-97.97, , ,54
10130341,FAYETTE CO., ,5/9/1981,1510,Hail,1, ,0,0,0,0,TX,CST, , ,C,149,ATA,0,0, ,0,0,0, ,0, , ,29.9,-96.9, , ,55
10130347,LAVACA CO., ,5/9/1981,1640,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,285,MT,0,0, ,0,0,0, ,0, , ,29.58,-97.15, , ,56
10131424,BEXAR CO., ,5/9/1981,2025,Hail,1, ,0,0,0,0,TX,CST, , ,C,29,NG,0,0, ,0,0,0, ,0, , ,29.42,-98.5, , ,57
10131477,VAL VERDE CO., ,5/15/1981,2130,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,465,ATA,0,0, ,0,0,0, ,0, , ,29.92,-101.2, , ,58
10131481,LLANO CO., ,5/15/1981,2305,Hail,1, ,0,0,0,0,TX,CST, , ,C,299,ATA,0,0, ,0,0,0, ,0, , ,30.7,-98.67, , ,59
10131482,LLANO CO., ,5/15/1981,2305,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,299,ATA,0,0, ,0,0,0, ,0, , ,30.7,-98.67, , ,60
10131483,LLANO CO., ,5/15/1981,2325,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,299, ,0,0, ,0.3,30,0, ,0, , ,30.78,-98.72, , ,61
10131272,BURNET CO., ,5/15/1981,2350,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,53,ATA,0,0, ,0,0,0, ,0, , ,30.78,-98.17, , ,62
10131273,BURNET CO., ,5/16/1981,25,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,53, ,0,0, ,2.7,60,0, ,0, , ,30.58,-98.1,30.58,-98.07,63
10131274,BURNET CO., ,5/16/1981,25,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,53,NG,0,0, ,0,0,0, ,0, , ,30.75,-98.22, , ,64
10131275,TRAVIS CO., ,5/16/1981,30,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,453, ,0,0, ,9,33,0, ,0, , ,30.58,-98.07,30.57,-97.92,65
10131276,WILLIAMSON CO., ,5/16/1981,50,Tornado,0,F1,0,4,250000,0,TX,CST, , ,C,491, ,0,0, ,5.2,33,0, ,0, , ,30.57,-97.92,30.57,-97.83,66
10131277,TRAVIS CO., ,5/16/1981,50,Hail,2, ,0,0,0,0,TX,CST, , ,C,453,ATA,0,0, ,0,0,0, ,0, , ,30.32,-97.92, , ,67
10131278,WILLIAMSON CO., ,5/16/1981,56,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,491,LCO,0,0, ,0,0,0, ,0, , ,30.67,-97.92, , ,68
10131492,WILLIAMSON CO., ,5/16/1981,130,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,491,T,0,0, ,0,0,0, ,0, , ,30.57,-97.42, , ,69
10131514,BURNET CO., ,5/16/1981,1600,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,53, ,0,0, ,3.6,47,0, ,0, , ,30.78,-98.38,30.77,-98.33,70
10131517,LLANO CO., ,5/17/1981,1845,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,299,ATA,0,0, ,0,0,0, ,0, , ,30.7,-98.67, , ,71
10131518,BURNET CO., ,5/17/1981,1930,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,53,ATA,0,0, ,0,0,0, ,0, , ,30.78,-98.17, , ,72
10131521,BASTROP CO., ,5/18/1981,1540,Hail,1, ,0,0,0,0,TX,CST, , ,C,21,ATA,0,0, ,0,0,0, ,0, , ,30.08,-97.32, , ,73
10131523,LEE CO., ,5/18/1981,1630,Hail,1, ,0,0,0,0,TX,CST, , ,C,287,T,0,0, ,0,0,0, ,0, , ,30.18,-96.93, , ,74
10131527,FAYETTE CO., ,5/18/1981,1707,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,149,T,0,0, ,0,0,0, ,0, , ,30.07,-96.53, , ,75
10131551,BANDERA CO., ,5/23/1981,2140,Hail,1, ,0,0,0,0,TX,CST, , ,C,19,ATA,0,0, ,0,0,0, ,0, , ,29.75,-99.25, , ,76
10127882,BEXAR CO., ,5/23/1981,2240,Hail,1, ,0,0,0,0,TX,CST, , ,C,29,NG,0,0, ,0,0,0, ,0, , ,29.7,-98.45, , ,77
10127883,COMAL CO., ,5/23/1981,2255,Hail,1, ,0,0,0,0,TX,CST, , ,C,91,ATA,0,0, ,0,0,0, ,0, , ,29.82,-98.27, , ,78
10128109,MAVERICK CO., ,5/24/1981,1850,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,323,ATA,0,0, ,0,0,0, ,0, , ,28.7,-100.38, , ,79
10128110,WILLIAMSON CO., ,5/24/1981,1955,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,491,NG,0,0, ,0,0,0, ,0, , ,30.58,-97.85, , ,80
10128111,MAVERICK CO., ,5/24/1981,2000,Tornado,0,F2,0,0,250000,0,TX,CST, , ,C,323, ,0,0, ,2,50,0, ,0, , ,28.37,-100.33, , ,81
10128113,WILLIAMSON CO., ,5/24/1981,2000,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.65,-97.58, , ,82
10128112,MAVERICK CO., ,5/24/1981,2000,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,323,ATA,0,0, ,0,0,0, ,0, , ,28.7,-100.38, , ,83
10128114,DIMMIT CO., ,5/24/1981,2015,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,127,ATA,0,0, ,0,0,0, ,0, , ,28.42,-99.75, , ,84
10128115,REAL CO., ,5/24/1981,2015,Hail,1, ,0,0,0,0,TX,CST, , ,C,385,ATA,0,0, ,0,0,0, ,0, , ,29.8,-99.83, , ,85
10128116,BANDERA CO., ,5/24/1981,2030,Hail,1, ,0,0,0,0,TX,CST, , ,C,19,ATA,0,0, ,0,0,0, ,0, , ,29.75,-99.25, , ,86
10128117,MEDINA CO., ,5/24/1981,2040,Hail,1, ,0,0,0,0,TX,CST, , ,C,325,ATA,0,0, ,0,0,0, ,0, , ,29.38,-99.08, , ,87
10128118,KENDALL CO., ,5/24/1981,2045,Hail,1, ,0,0,0,0,TX,CST, , ,C,259,ATA,0,0, ,0,0,0, ,0, , ,29.92,-98.68, , ,88
10128119,TRAVIS CO., ,5/24/1981,2130,Hail,1.5, ,0,0,0,0,TX,CST, , ,C,453,ATA,0,0, ,0,0,0, ,0, , ,30.32,-97.77, , ,89
10128120,TRAVIS CO., ,5/24/1981,2207,Thunderstorm Wind,50, ,0,0,0,0,TX,CST, , ,C,453,S,0,0, ,0,0,0, ,0, , ,30.2,-97.67, , ,90
10128122,LAVACA CO., ,5/25/1981,30,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,285,ATA,0,0, ,0,0,0, ,0, , ,29.43,-96.97, , ,91
10128150,EDWARDS CO., ,5/29/1981,215,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,137,ATA,0,0, ,0,0,0, ,0, , ,29.93,-100.23, , ,92
10128151,REAL CO., ,5/29/1981,230,Hail,0.75, ,0,0,0,0,TX,CST, , ,C,385,ATA,0,0, ,0,0,0, ,0, , ,29.8,-99.83, , ,93
10129280,TRAVIS CO., ,6/13/1981,1500,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,453, ,0,0, ,0.2,33,0, ,0, , ,30.28,-97.73, , ,94
10130378,MAVERICK CO., ,7/8/1981,2345,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,323,ATA,0,0, ,0,0,0, ,0, , ,28.72,-100.5, , ,95
10127953,BASTROP CO., ,8/28/1981,1730,Thunderstorm Wind,60,,0,0,10000,0,TX,CST, , ,C,21,ATA,0,0, ,0,0,0, ,0, , ,30.12,-97.32, , ,96
10127959,ATASCOSA CO., ,8/30/1981,1515,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,13, ,0,0, ,0.5,40,0, ,0, , ,28.93,-98.67, , ,97
10128172,BEXAR CO., ,8/30/1981,1545,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,29, ,0,0, ,0.8,27,0, ,0, , ,29.12,-98.45, , ,98
10128174,KARNES CO., ,8/30/1981,1730,Tornado,0,F0,0,0,25000,0,TX,CST, , ,C,255, ,0,0, ,0.3,37,0, ,0, , ,28.77,-97.8, , ,99
10128183,ATASCOSA CO., ,9/2/1981,1945,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,13,ATA,0,0, ,0,0,0, ,0, , ,28.92,-98.5, , ,100
10128184,UVALDE CO., ,9/2/1981,2000,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,463,ATA,0,0, ,0,0,0, ,0, , ,29.35,-99.75, , ,101
10128185,FRIO CO., ,9/2/1981,2000,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,163,ATA,0,0, ,0,0,0, ,0, , ,28.87,-99.08, , ,102
10128186,MEDINA CO., ,9/2/1981,2030,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,325,ATA,0,0, ,0,0,0, ,0, , ,29.38,-99.08, , ,103
10128187,BEXAR CO., ,9/2/1981,2100,Thunderstorm Wind,0, ,0,0,1000,0,TX,CST, , ,C,29,ATA,0,0, ,0,0,0, ,0, , ,29.45,-98.5, , ,104
10128188,BANDERA CO., ,9/2/1981,2110,Thunderstorm Wind,0, ,0,0,1000,0,TX,CST, , ,C,19,ATA,0,0, ,0,0,0, ,0, , ,29.75,-99.25, , ,105
10128190,TRAVIS CO., ,9/3/1981,1620,Thunderstorm Wind,70, ,0,0,100000,0,TX,CST, , ,C,453,ATA,0,0, ,0,0,0, ,0, , ,30.32,-97.77, , ,106
10128213,BEXAR CO., ,10/7/1981,100,Tornado,0,F1,0,0,250000,0,TX,CST, , ,C,29, ,0,0, ,0.3,33,0, ,0, , ,29.38,-98.63, , ,107
10128218,LLANO CO., ,10/13/1981,910,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,299, ,0,0, ,1,40,0, ,0, , ,30.82,-98.83, , ,108
10129022,BURNET CO., ,10/17/1981,2030,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,53,ATA,0,0, ,0,0,0, ,0, , ,30.78,-98.17, , ,109
10130212,KERR CO., ,3/22/1982,1540,Hail,0.75, ,0,0,5000,0,TX,CST, , ,C,265,ATA,0,0, ,0,0,0, ,0, , ,29.93,-99.03, , ,110
10130213,KENDALL CO., ,3/22/1982,1555,Hail,0.75, ,0,0,0,100,TX,CST, , ,C,259,MT,0,0, ,0,0,0, ,0, , ,29.87,-98.73, , ,111
10130214,COMAL CO., ,3/22/1982,1615,Hail,0.75, ,0,0,,0,TX,CST, , ,C,91,ATA,0,0, ,0,0,0, ,0, , ,29.87,-98.4, , ,112
10130215,BEXAR CO., ,3/22/1982,1630,Hail,1.5, ,0,0,0,0,TX,CST, , ,C,29,ATA,0,0, ,0,0,0, ,0, , ,29.42,-98.5, , ,113
,KERR CO.,,4/14/1982,1800,Lightning,,,0,0,100000,,TX,CST,,,,,,,,,,,,,,,,,,,,
10128771,MAVERICK CO., ,4/14/1982,1805,Hail,1, ,0,0,0,0,TX,CST, , ,C,323,ATA,0,0, ,0,0,0, ,0, , ,28.95,-100.63, , ,114
,BLANCO CO.,,4/19/1982,400,Lightning,,,0,0,50000,0,TX,CST,,,,,,,,,,,,,,,,,,,,
10134513,LLANO CO., ,4/19/1982,2030,Hail,3, ,0,0,50000,50000,TX,CST, , ,C,299,ATA,0,0, ,0,0,0, ,0, , ,30.85,-98.8, , ,115
10134514,LLANO CO., ,4/19/1982,2030,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,299,ATA,0,0, ,0,0,0, ,0, , ,30.85,-98.8, , ,116
10134515,LLANO CO., ,4/19/1982,2032,Hail,2.5, ,0,0,0,0,TX,CST, , ,C,299,T,0,0, ,0,0,0, ,0, , ,30.85,-98.8, , ,117
10134517,BURNET CO., ,4/19/1982,2055,Hail,2.5, ,0,0,100000,10000,TX,CST, , ,C,53,ATA,0,0, ,0,0,0, ,0, , ,30.75,-98.22, , ,118
10134519,LLANO CO., ,4/19/1982,2100,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,299,NG,0,0, ,0,0,0, ,0, , ,30.73,-98.42, , ,119
10134520,BURNET CO., ,4/19/1982,2115,Hail,2.75, ,0,0,0,0,TX,CST, , ,C,53,NG,0,0, ,0,0,0, ,0, , ,30.75,-98.22, , ,120
10134521,WILLIAMSON CO., ,4/19/1982,2150,Hail,3, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.5,-97.68, , ,121
10134522,WILLIAMSON CO., ,4/19/1982,2150,Hail,3, ,0,0,1000000,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.67,-97.92, , ,122
10134523,TRAVIS CO., ,4/19/1982,2200,Hail,3, ,0,0,0,0,TX,CST, , ,C,453,ATA,0,0, ,0,0,0, ,0, , ,30.32,-97.77, , ,123
10134524,BLANCO CO., ,4/19/1982,2208,Hail,2.5, ,0,0,0,1000,TX,CST, , ,C,31,T,0,0, ,0,0,0, ,0, , ,30.43,-98.33, , ,124
10134526,KERR CO., ,4/20/1982,750,Hail,1.75, ,0,0,5000,0,TX,CST, , ,C,265,NG,0,0, ,0,0,0, ,0, , ,30.17,-99.37, , ,125
10134527,GILLESPIE CO., ,4/20/1982,755,Hail,1.75, ,0,0,0,100000,TX,CST, , ,C,171,ATA,0,0, ,0,0,0, ,0, , ,30.3,-99.25, , ,126
10134529,KERR CO., ,4/20/1982,755,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,265,NG,0,0, ,0,0,0, ,0, , ,29.93,-99.03, , ,127
10134528,GILLESPIE CO., ,4/20/1982,755,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,171,ATA,0,0, ,0,0,0, ,0, , ,30.25,-98.67, , ,128
10134530,GILLESPIE CO., ,4/20/1982,800,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,171,RY,0,0, ,0,0,0, ,0, , ,30.38,-98.87, , ,129
10134531,BURNET CO., ,4/20/1982,805,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,53,RY,0,0, ,0,0,0, ,0, , ,30.48,-98.17, , ,130
10134532,TRAVIS CO., ,4/20/1982,810,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,453,ATA,0,0, ,0,0,0, ,0, , ,30.3,-97.7, , ,131
10134534,KENDALL CO., ,4/20/1982,810,Hail,1.75, ,0,0,100000,10000,TX,CST, , ,C,259,ATA,0,0, ,0,0,0, ,0, , ,29.97,-98.92, , ,132
10134533,BLANCO CO., ,4/20/1982,810,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,31,ATA,0,0, ,0,0,0, ,0, , ,30.28,-98.4, , ,133
10134535,TRAVIS CO., ,4/20/1982,825,Thunderstorm Wind,65, ,0,0,0,0,TX,CST, , ,C,453,MT,0,0, ,0,0,0, ,0, , ,30.43,-97.87, , ,134
10134537,KENDALL CO., ,4/20/1982,830,Thunderstorm Wind,0, ,0,0,10000,1000,TX,CST, , ,C,259,ATA,0,0, ,0,0,0, ,0, , ,29.97,-98.92, , ,135
10134536,GILLESPIE CO., ,4/20/1982,830,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,171,MT,0,0, ,0,0,0, ,0, , ,30.3,-98.58, , ,136
10134538,COMAL CO., ,4/20/1982,840,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,91,ATA,0,0, ,0,0,0, ,0, , ,29.87,-98.4, , ,137
10134539,KENDALL CO., ,4/20/1982,845,Hail,3, ,0,0,0,0,TX,CST, , ,C,259,MT,0,0, ,0,0,0, ,0, , ,29.95,-98.53, , ,138
10134540,WILLIAMSON CO., ,4/20/1982,850,Hail,1.75, ,0,0,0,150000,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.57,-97.42, , ,139
10134541,HAYS CO., ,4/20/1982,900,Hail,1, ,0,0,0,0,TX,CST, , ,C,209,ATA,0,0, ,0,0,0, ,0, , ,30,-98.05, , ,140
10134543,COMAL CO., ,4/20/1982,900,Hail,1, ,0,0,0,0,TX,CST, , ,C,91,MT,0,0, ,0,0,0, ,0, , ,29.97,-98.27, , ,141
10134542,TRAVIS CO., ,4/20/1982,900,Hail,1, ,0,0,10000,10000,TX,CST, , ,C,453,MT,0,0, ,0,0,0, ,0, , ,30.43,-98.03, , ,142
10134545,BLANCO CO., ,4/20/1982,910,Hail,1, ,0,0,500,50000,TX,CST, , ,C,31,ATA,0,0, ,0,0,0, ,0, , ,30.27,-98.38, , ,143
10134547,TRAVIS CO., ,4/20/1982,912,Thunderstorm Wind,61, ,0,0,100000,1000,TX,CST, , ,C,453,RY,0,0, ,0,0,0, ,0, , ,30.43,-98.03, , ,144
10134549,WILLIAMSON CO., ,4/20/1982,1030,Hail,1, ,0,0,0,0,TX,CST, , ,C,491,ATA,0,0, ,0,0,0, ,0, , ,30.5,-97.82, , ,145
